Intake.Type,Intake.Subtype,Animal.Type,Sex,Intake.Condition,Breed,Coat.Color.Pattern,Week.Number,Age
STRAY,OTC,DOG,F,NORMAL,BOXER,BR BRINDLE,12.29,1.338
STRAY,OTC,DOG,N,NORMAL,BOXER,BROWN,12.29,1.338
STRAY,FIELD,DOG,N,NORMAL,SWED VALLHUND,BROWN,12.29,1.608
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BROWN,12.29,1.608
OWNER SUR,OTC,DOG,S,NORMAL,SCHNAUZER GIANT,BLACK,12.29,1.741
STRAY,OTC,DOG,S,NORMAL,POINTER,WHITE,12.29,1.924
ABANDONED,NO SUBTYPE,DOG,N,NORMAL,MALTESE,WHITE,12.29,3.103
ABANDONED,NO SUBTYPE,DOG,S,NORMAL,MALTESE,WHITE,12.29,3.103
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,LABRADOR RETR,BLACK,12.29,3.103
OWNER SUR,RETURN,DOG,S,NORMAL,CHIHUAHUA SH,BROWN,12.29,3.171
STRAY,OTC,DOG,N,NORMAL,ROTTWEILER,BLACK,12.29,2.186
STRAY,EMERG CLC,CAT,F,SICK,DOMESTIC SH,BRN TABBY,12.29,2.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,BRN TABBY,12.29,2.186
OWNER SUR,QUARANTINE,CAT,S,NURSING,DOMESTIC SH,BLUE PT,12.29,2.186
PUBLIC AST,QUARANTINE,CAT,S,NORMAL,DOMESTIC SH,BLACK,12.29,13.186
PUBLIC AST,INVESTIGAT,DOG,F,NORMAL,PIT BULL,WHITE,12.29,13.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,12.29,13.186
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,PIT BULL,TAN,12.29,13.186
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,12.29,13.996
STRAY,OTC,DOG,S,NORMAL,BLUE LACY,BLUE,12.29,19.232
ABANDONED,NO SUBTYPE,DOG,N,NORMAL,MALTESE,WHITE,12.29,18.186
ABANDONED,NO SUBTYPE,DOG,N,NORMAL,MALTESE,WHITE,12.29,18.186
ABANDONED,NO SUBTYPE,DOG,S,NORMAL,MALTESE,WHITE,12.29,18.186
STRAY,FIELD,DOG,N,NORMAL,BOXER,BROWN,12.29,19.797
STRAY,OTC,DOG,N,NORMAL,AMER BULLDOG,WHITE,12.29,21.241
OWNER SUR,OTC,DOG,S,NORMAL,CHIHUAHUA SH,TAN,12.29,21.243
OWNER SUR,OTC,DOG,S,NORMAL,CHIHUAHUA SH,TAN,12.29,20.907
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,CHIHUAHUA SH,SABLE,12.29,21.939
STRAY,OTC,DOG,N,AGED,BASSET HOUND,BLACK,12.29,4.241
OWNER SUR,OTC,DOG,N,NORMAL,BASSET HOUND,BLACK,12.29,3.219
STRAY,OTC,DOG,M,AGED,GERM SHEPHERD,SABLE,12.29,5.219
OWNER SUR,OTC,CAT,S,AGED,DOMESTIC SH,CRM TABBY,12.29,10.252
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,12.29,12.219
STRAY,FIELD,DOG,S,NORMAL,CHOW CHOW,BUFF,12.43,1.283
STRAY,FIELD,DOG,S,NORMAL,DACHSHUND WH,CHOCOLATE,12.43,1.663
STRAY,FIELD,DOG,S,NORMAL,BOXER,BR BRINDLE,12.43,1.682
STRAY,OTC,DOG,S,NORMAL,BOXER,WHITE,12.43,1.682
STRAY,OTC,DOG,S,OTHER,CHIHUAHUA SH,BR BRINDLE,12.43,1.616
STRAY,FIELD,DOG,F,NORMAL,LABRADOR RETR,BLACK,12.43,1.735
STRAY,OTC,DOG,S,NORMAL,AUST SHEPHERD,WHITE,12.43,3.186
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,12.43,2.327
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,12.43,2.327
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,WHITE,12.43,2.63
STRAY,FIELD,DOG,S,NORMAL,STAFFORDSHIRE,BR BRINDLE,12.43,2.958
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,12.43,2.991
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLACK,12.43,18.241
STRAY,OTC,CAT,S,NORMAL,SIAMESE,CALICO PT,12.43,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE TABBY,12.43,13.186
STRAY,OTC,CAT,N,FERAL,DOMESTIC SH,ORG TABBY,12.43,13.988
OWNER SUR,OTC,DOG,N,NORMAL,AUST CATTLE DOG,BLUE TICK,12.43,18.941
STRAY,FIELD,DOG,N,NORMAL,CATAHOULA,WHITE,12.43,19.238
STRAY,OTC,CAT,M,NORMAL,DOMESTIC SH,ORG TABBY,12.43,19.241
STRAY,OTC,DOG,M,NORMAL,ROTTWEILER,BLACK,12.43,18.186
OWNER SUR,OTC,DOG,N,NORMAL,CAIRN TERRIER,BLACK,12.43,18.186
OWNER SUR,OTC,DOG,S,NORMAL,CAIRN TERRIER,BR BRINDLE,12.43,18.186
STRAY,FIELD,DOG,S,NORMAL,CHOW CHOW,RED,12.43,18.186
STRAY,EMERG CLC,CAT,M,SICK,DOMESTIC LH,BLACK,12.43,18.186
STRAY,OTC,DOG,M,NORMAL,AMER BULLDOG,TAN,12.43,19.189
STRAY,OTC,CAT,N,FERAL,DOMESTIC SH,BLACK,12.43,19.991
STRAY,OTC,CAT,S,NORMAL,SIAMESE,BLUE PT,12.43,20.385
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,BLACK,12.43,20.469
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,12.43,20.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,12.43,22.23
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,12.43,22.186
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,12.43,21.808
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,12.43,23.243
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,12.43,22.252
STRAY,OTC,DOG,S,NORMAL,JACK RUSS TERR,WHITE,12.43,22.327
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,TAN,12.43,25.103
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,TAN,12.43,24.429
OWNER SUR,OTC,CAT,S,SICK,DOMESTIC SH,BRN TABBY,12.43,4.219
STRAY,OTC,DOG,N,SICK,LABRADOR RETR,BLACK,12.43,4.219
EUTH REQ,NO SUBTYPE,DOG,S,AGED,BORDER COLLIE,BROWN,12.43,14.363
STRAY,OTC,CAT,S,NURSING,SIAMESE,WHITE,12.57,1.26
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,BRN TABBY,12.57,1.26
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,GRAY TABBY,12.57,1.26
PUBLIC AST,QUARANTINE,CAT,N,FERAL,DOMESTIC MH,ORG TABBY,12.57,1.622
STRAY,FIELD,DOG,F,NORMAL,ROTTWEILER,BLACK,12.57,1.936
OWNER SUR,OTC,DOG,N,NORMAL,AUST SHEPHERD,BLACK,12.57,1.996
OWNER SUR,OTC,DOG,S,NORMAL,AUST SHEPHERD,BLACK,12.57,1.996
STRAY,FIELD,DOG,M,NORMAL,ROTTWEILER,BLACK,12.57,3.103
PUBLIC AST,OIJ,DOG,S,NORMAL,PIT BULL,BLUE,12.57,3.186
OWNER SUR,OTC,DOG,S,NORMAL,GERM SHEPHERD,BROWN,12.57,2.611
PUBLIC AST,OIJ,DOG,F,NORMAL,PIT BULL,WHITE,12.57,2.996
OWNER SUR,OTC,CAT,M,NORMAL,DOMESTIC SH,BRN TABBY,12.57,18.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,12.57,13.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,12.57,13.186
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BUFF,12.57,13.186
STRAY,EMERG CLC,CAT,S,SICK,DOMESTIC LH,BRN TABBY,12.57,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,12.57,13.186
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,AMERICAN STAFF,GRAY,12.57,13.186
STRAY,OTC,DOG,S,INJURED,PIT BULL,TAN,12.57,18.186
STRAY,OTC,DOG,S,NORMAL,DACHSHUND,WHITE,12.57,18.186
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA SH,BROWN,12.57,18.186
STRAY,FIELD,DOG,S,NORMAL,CHIHUAHUA SH,BROWN,12.57,18.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,POODLE MIN,WHITE,12.57,18.186
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,WHITE,12.57,18.186
OWNER SUR,OTC,DOG,N,NORMAL,ROTTWEILER,BLACK,12.57,20.099
STRAY,OTC,DOG,N,NORMAL,PIT BULL,CHOCOLATE,12.57,20.202
OWNER SUR,OTC,CAT,M,NORMAL,DOMESTIC SH,BRN TABBY,12.57,19.186
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,BLUE,12.57,19.189
OWNER SUR,OTC,DOG,M,SICK,ROTTWEILER,BLACK,12.57,19.189
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,TAN,12.57,22.189
OWNER SUR,OTC,DOG,F,SICK,ROTTWEILER,BLACK,12.57,22.189
EUTH REQ,NO SUBTYPE,DOG,M,SICK,CHIHUAHUA SH,BROWN,12.57,24.219
STRAY,OTC,DOG,F,NORMAL,CHIHUAHUA LH,WHITE,12.57,3.219
STRAY,OTC,CAT,N,SICK,DOMESTIC MH,BLUE TABBY,12.57,6.186
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,TORBIE,12.71,1.189
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,BRN TABBY,12.71,1.189
STRAY,OTC,CAT,N,NURSING,DOMESTIC SH,BRN TABBY,12.71,1.189
STRAY,OTC,CAT,N,NURSING,DOMESTIC SH,BLACK,12.71,1.189
STRAY,OTC,CAT,S,NURSING,SIAMESE,CALICO PT,12.71,1.31
STRAY,OTC,CAT,N,NURSING,SIAMESE,LYNX PT,12.71,1.31
STRAY,OTC,CAT,N,NURSING,SIAMESE,BRN TABBY,12.71,1.31
STRAY,OTC,CAT,S,NURSING,SIAMESE,BRN TABBY,12.71,1.31
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,12.71,1.283
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,12.71,1.283
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,12.71,1.283
OWNER SUR,OTC,DOG,F,INJURED,PIT BULL,WHITE,12.71,1.616
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA LH,TAN,12.71,1.735
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA LH,TAN,12.71,1.735
STRAY,OTC,CAT,F,NORMAL,DOMESTIC MH,CALICO,12.71,1.746
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,BLACK,12.71,1.899
STRAY,OTC,CAT,N,OTHER,DOMESTIC SH,WHITE,12.71,1.996
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,WHITE,12.71,3.103
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,WHITE,12.71,3.103
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,12.71,13.241
STRAY,FIELD,CAT,N,INJURED,DOMESTIC SH,BRN TABBY,12.71,2.186
OWNER SUR,OTC,CAT,S,NORMAL,RUSSIAN BLUE,BLUE,12.71,2.186
OWNER SUR,OTC,DOG,N,OTHER,PUG,BLACK,12.71,2.186
OWNER SUR,OTC,CAT,S,NORMAL,SIAMESE,LYNX PT,12.71,2.974
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,12.71,2.98
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC MH,TORTIE,12.71,2.996
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLUE MERLE,12.71,2.996
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,12.71,2.996
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,12.71,2.996
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,BLACK,12.71,18.241
STRAY,FIELD,DOG,S,NORMAL,AUST SHEPHERD,TAN,12.71,13.186
STRAY,OTC,DOG,N,NORMAL,ANATOL SHEPHERD,BLACK,12.71,13.186
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLUE MERLE,12.71,13.186
STRAY,OTC,CAT,N,NORMAL,NORWGN FOREST,BLACK,12.71,13.186
STRAY,OTC,DOG,S,NORMAL,PIT BULL,WHITE,12.71,13.186
STRAY,OTC,CAT,S,NURSING,SIAMESE,LYNX PT,12.71,13.91
OWNER SUR,RETURN,DOG,N,NORMAL,GERM SHEPHERD,TAN,12.71,19.174
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,12.71,18.441
STRAY,OTC,DOG,S,NORMAL,COCKER SPAN,BLACK,12.71,19.241
STRAY,OTC,DOG,N,NORMAL,BEAGLE,WHITE,12.71,19.241
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,12.71,18.186
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,BLACK,12.71,18.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,PIT BULL,BR BRINDLE,12.71,18.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,AUST SHEPHERD,TRICOLOR,12.71,18.888
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC LH,CREAM,12.71,18.936
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,12.71,20.243
PUBLIC AST,EMERGENCY,DOG,N,NORMAL,PIT BULL,BLACK,12.71,21.194
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,CHOCOLATE,12.71,20.189
OWNER SUR,FIELD,CAT,N,INJURED,DOMESTIC SH,ORG TABBY,12.71,20.189
OWNER SUR,FIELD,DOG,N,NORMAL,LABRADOR RETR,TAN,12.71,20.189
STRAY,OTC,DOG,N,NORMAL,AUST SHEPHERD,TRICOLOR,12.71,20.189
PUBLIC AST,EMERGENCY,DOG,S,NORMAL,PIT BULL,BLACK,12.71,20.691
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,12.71,24.219
OWNER SUR,OTC,CAT,N,NORMAL,PERSIAN,WHITE,12.71,6.982
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,12.86,1.31
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE TABBY,12.86,1.31
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,WHITE,12.86,1.31
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,12.86,1.272
STRAY,FIELD,DOG,N,NORMAL,AUST SHEPHERD,BRN MERLE,12.86,1.663
STRAY,FIELD,DOG,S,NORMAL,AUST SHEPHERD,BLUE MERLE,12.86,1.663
STRAY,FIELD,DOG,S,NORMAL,BORDER COLLIE,BLACK,12.86,1.663
STRAY,FIELD,DOG,S,NORMAL,BORDER COLLIE,BLACK,12.86,1.663
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,12.86,1.663
ABANDONED,NO SUBTYPE,DOG,N,NORMAL,BEAGLE,TRICOLOR,12.86,1.611
STRAY,OTC,DOG,S,NORMAL,GREAT PYRENEES,CREAM,12.86,1.616
STRAY,OTC,DOG,S,NORMAL,GREAT PYRENEES,CREAM,12.86,1.616
OWNER SUR,OTC,CAT,N,NORMAL,RUSSIAN BLUE,BLUE,12.86,1.713
STRAY,OTC,DOG,N,NORMAL,BASENJI,TRICOLOR,12.86,1.746
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE,12.86,3.025
STRAY,OTC,DOG,S,NORMAL,AMERICAN STAFF,BLACK,12.86,2.355
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,WHITE,12.86,2.493
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,PIT BULL,TAN,12.86,13.241
STRAY,FIELD,DOG,S,OTHER,PIT BULL,TAN,12.86,2.186
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,12.86,2.186
STRAY,FIELD,CAT,M,INJURED,DOMESTIC MH,SLVR TABBY,12.86,2.189
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,12.86,2.991
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,12.86,2.936
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,GRAY TABBY,12.86,2.936
STRAY,FIELD,DOG,M,NORMAL,AUST CATTLE DOG,BLACK,12.86,18.227
STRAY,OTC,DOG,F,NORMAL,PIT BULL,WHITE,12.86,18.241
STRAY,FIELD,DOG,N,NORMAL,SILKY TERRIER,BROWN,12.86,18.241
STRAY,FIELD,DOG,S,NORMAL,SIBERIAN HUSKY,BLACK,12.86,18.241
OWNER SUR,FIELD,DOG,F,NORMAL,AUST CATTLE DOG,RED,12.86,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,12.86,13.186
STRAY,EMERG CLC,DOG,N,NORMAL,LABRADOR RETR,TAN,12.86,13.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,LABRADOR RETR,BLACK,12.86,13.186
PUBLIC AST,QUARANTINE,CAT,N,NORMAL,DOMESTIC SH,SLVR TABBY,12.86,13.186
OWNER SUR,OTC,CAT,S,NORMAL,TURKISH ANGORA,WHITE,12.86,13.907
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,12.86,18.186
STRAY,OTC,DOG,S,NORMAL,BORDER COLLIE,TRICOLOR,12.86,18.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,POODLE TOY,WHITE,12.86,18.186
OWNER SUR,OTC,DOG,N,NORMAL,CATAHOULA,BLACK,12.86,20.246
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,12.86,19.189
STRAY,FIELD,DOG,N,NORMAL,AMER BULLDOG,WHITE,12.86,19.982
PUBLIC AST,QUARANTINE,DOG,F,INJURED,POODLE STND,BLACK,12.86,20.189
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,SABLE,12.86,21.603
OWNER SUR,OTC,DOG,F,NORMAL,LABRADOR RETR,BROWN,12.86,22.189
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,12.86,22.891
STRAY,FIELD,DOG,F,NORMAL,PIT BULL,WHITE,12.86,24.186
OWNER SUR,OTC,DOG,M,NORMAL,GERM SHEPHERD,BLACK,12.86,23.219
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC LH,BRN TABBY,12.86,3.219
STRAY,OTC,CAT,N,NURSING,DOMESTIC SH,ORG TABBY,13,1.249
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,BLUE,13,1.249
STRAY,OTC,DOG,N,SICK,PIT BULL,TAN,13,1.603
STRAY,OTC,DOG,S,SICK,PIT BULL,BLACK,13,1.603
STRAY,OTC,DOG,S,SICK,PIT BULL,BLUE,13,1.603
STRAY,FIELD,CAT,S,INJURED,DOMESTIC SH,BLACK,13,1.275
STRAY,OTC,DOG,F,SICK,PIT BULL,TAN,13,1.624
STRAY,OTC,DOG,M,SICK,PIT BULL,TAN,13,1.624
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,13,1.624
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,13,1.624
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,TAN,13,1.663
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,TAN,13,1.663
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,WHITE,13,1.663
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,WHITE,13,1.663
STRAY,OTC,DOG,S,NORMAL,PLOTT HOUND,BR BRINDLE,13,1.663
STRAY,OTC,DOG,S,SICK,BEAGLE,BLACK,13,1.616
OWNER SUR,OTC,CAT,N,NORMAL,MAINE COON,ORG TABBY,13,3.116
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,13,3.103
STRAY,OTC,DOG,N,NORMAL,STAFFORDSHIRE,BROWN,13,3.103
STRAY,FIELD,CAT,U,INJURED,DOMESTIC SH,GRAY TABBY,13,2.355
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,13,13.246
PUBLIC AST,INVESTIGAT,DOG,M,SICK,BOXER,BR BRINDLE,13,2.186
STRAY,FIELD,DOG,S,OTHER,STAFFORDSHIRE,WHITE,13,2.186
OWNER SUR,RETURN,CAT,S,SICK,DOMESTIC SH,BRN TABBY,13,2.294
PUBLIC AST,SURGERY,DOG,N,NORMAL,PIT BULL,BLUE,13,2.299
STRAY,OTC,DOG,S,NORMAL,PIT BULL,BLUE,13,2.682
PUBLIC AST,QUARANTINE,CAT,M,NORMAL,DOMESTIC SH,BRN TABBY,13,2.608
STRAY,OTC,DOG,S,SICK,PIT BULL,BLUE,13,2.818
STRAY,FIELD,DOG,N,NORMAL,SIBERIAN HUSKY,TAN,13,14.103
STRAY,OTC,DOG,N,NORMAL,AUST CATTLE DOG,BLACK,13,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,13,13.186
STRAY,OTC,DOG,S,NORMAL,AUST KELPIE,BLACK,13,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,13,13.186
OWNER SUR,OTC,DOG,M,NORMAL,CHOW CHOW,BLACK,13,13.186
STRAY,FIELD,DOG,M,INJURED,AMER BULLDOG,WHITE,13,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,13,13.186
OWNER SUR,OTC,CAT,S,SICK,DOMESTIC SH,BLACK,13,19.007
OWNER SUR,OTC,CAT,N,NORMAL,MAINE COON,BRN TABBY,13,19.133
STRAY,OTC,CAT,M,NORMAL,MAINE COON,BRN TABBY,13,19.241
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,CHOCOLATE,13,18.186
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,BLACK,13,20.243
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,13,19.189
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,13,20.189
STRAY,OTC,DOG,F,NORMAL,STAFFORDSHIRE,WHITE,13,20.189
STRAY,OTC,DOG,N,NORMAL,STAFFORDSHIRE,BLACK,13,20.189
OWNER SUR,OTC,DOG,F,NORMAL,GERM SHEPHERD,BLACK,13,20.189
STRAY,OTC,DOG,N,SICK,BOXER,RED,13,20.939
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLUE TICK,13,22.096
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,POODLE MIN,WHITE,13,21.399
OWNER SUR,OTC,CAT,S,OTHER,DOMESTIC SH,ORG TABBY,13,23.205
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,13,22.821
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,CHIHUAHUA SH,WHITE,13,24.235
STRAY,EMERG CLC,CAT,S,NURSING,DOMESTIC SH,TORTIE,13.14,1.288
STRAY,EMERG CLC,CAT,S,NURSING,DOMESTIC SH,CALICO,13.14,1.288
STRAY,EMERG CLC,CAT,S,NURSING,DOMESTIC SH,CALICO,13.14,1.288
STRAY,EMERG CLC,CAT,M,NURSING,DOMESTIC SH,BLK TABBY,13.14,1.288
STRAY,EMERG CLC,CAT,N,NURSING,DOMESTIC SH,BLUE TABBY,13.14,1.288
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,TAN,13.14,1.663
STRAY,FIELD,DOG,S,NORMAL,GERM SHEPHERD,BLACK,13.14,1.674
STRAY,OTC,DOG,N,NORMAL,NEWFOUNDLAND,BLACK,13.14,1.682
OWNER SUR,OTC,DOG,S,NORMAL,DOBERMAN PINSCH,BLACK,13.14,1.611
OWNER SUR,OTC,DOG,F,NORMAL,DOBERMAN PINSCH,BLACK,13.14,1.611
OWNER SUR,OTC,DOG,M,NORMAL,ROTTWEILER,BLACK,13.14,1.611
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,13.14,1.616
OWNER SUR,OTC,DOG,N,NORMAL,ROTTWEILER,BLACK,13.14,1.713
OWNER SUR,OTC,DOG,S,NORMAL,DOBERMAN PINSCH,BLACK,13.14,1.713
OWNER SUR,OTC,DOG,S,NORMAL,DOBERMAN PINSCH,BLACK,13.14,1.713
OWNER SUR,OTC,DOG,S,NORMAL,DOBERMAN PINSCH,BLACK,13.14,1.713
OWNER SUR,OTC,DOG,S,NORMAL,ROTTWEILER,BLACK,13.14,1.713
STRAY,FIELD,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,13.14,1.735
STRAY,OTC,DOG,N,NORMAL,MASTIFF,TAN,13.14,1.786
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,13.14,1.777
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,13.14,1.777
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,13.14,1.78
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE,13.14,1.932
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC LH,WHITE,13.14,2.355
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC LH,WHITE,13.14,2.355
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC LH,WHITE,13.14,2.355
OWNER SUR,OTC,DOG,M,NORMAL,CHIHUAHUA LH,BLACK,13.14,2.439
STRAY,OTC,DOG,N,NORMAL,BEAGLE,WHITE,13.14,13.241
STRAY,FIELD,DOG,N,NORMAL,CAIRN TERRIER,TAN,13.14,13.241
STRAY,OTC,CAT,S,NORMAL,DOMESTIC LH,BRN TABBY,13.14,2.186
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BR BRINDLE,13.14,2.671
STRAY,FIELD,DOG,N,NORMAL,AUST SHEPHERD,CREAM,13.14,18.227
PUBLIC AST,SURGERY,DOG,N,NORMAL,AUST SHEPHERD,CREAM,13.14,18.227
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,WHITE,13.14,13.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,13.14,13.186
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,PIT BULL,BLUE,13.14,13.186
OWNER SUR,OTC,DOG,N,NORMAL,CHIHUAHUA SH,WHITE,13.14,13.765
STRAY,OTC,DOG,S,NORMAL,COCKER SPAN,BUFF,13.14,13.988
STRAY,FIELD,DOG,S,FERAL,QUEENSLAND HEEL,BLUE MERLE,13.14,19.213
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,BLACK,13.14,19.243
OWNER SUR,OTC,DOG,N,NORMAL,SCHNAUZER MIN,BLACK,13.14,18.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,PIT BULL,BROWN,13.14,19.366
STRAY,OTC,DOG,N,NORMAL,GREAT DANE,WHITE,13.14,20.243
